Receive time,Appliance,Source address,Destination address,Source Port,Destination port,Protocol,Application,Type,Rule,Egress interface,Ingress interface,From Zone,To Zone,Source country,Destination country,User,Packets Received,Packets Sent,Received Bytes,Transmitted Bytes,Session duration,Reverse Rate (Bps),Forward Rate (Bps)
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.6,255.255.255.0,55472,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,,unknown,0,1,0,65,0,0,0
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,8.8.8.8,25273,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,122,64,8,15250,8000
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,202.38.180.7,25273,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,64,0,0,0
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.25,54.251.250.54,52224,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,139,12870.5,3575.54
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.25,54.251.250.54,52045,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,154,11616.88,3227.27
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.31,8.8.8.8,1381,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,179,65,8,22375,8125
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.31,216.58.197.42,33406,443,tcp,google_play,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,3610,512,50,72200,10240
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,172.217.26.195,46013,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,20,18,20298,1734,430,47204.65,4032.56
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.31,202.38.180.7,54324,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,65,0,0,0
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.24,54.251.250.54,39084,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,133,13451.13,3736.84
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.24,54.251.250.54,34198,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,158,11322.78,3145.57
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,172.217.26.195,38200,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,26,16,30096,1648,227,132581.5,7259.91
2017-10-01T18:26:13Z,Branch01-OneEight,192.168.2.80,52.172.205.76,55343,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,186,30,1600,6200
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.18,54.251.250.54,48199,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,265,8909.43,4875.47
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,172.217.26.195,52786,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,22,17,22956,1694,196,117122.45,8642.86
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.18,54.251.250.54,46967,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2206,1052,284,7767.61,3704.23
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,54.251.250.54,57057,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,9,2309,1240,262,8812.98,4732.82
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.27,54.251.250.54,57185,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2258,1052,279,8093.19,3770.61
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.31,54.251.250.54,60663,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,137,13058.39,3627.74
2017-10-01T18:26:13Z,Branch01-OneEight,172.19.10.31,54.251.250.54,51461,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,181,9883.98,2745.86
2017-10-01T18:25:40Z,Branch01-OneEight,52.172.205.76,192.168.2.80,36558,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,4,52750,44500
2017-10-01T18:25:40Z,Branch01-OneEight,52.172.205.76,192.168.2.80,59145,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,4,53250,44500
2017-10-01T18:25:40Z,Branch01-OneEight,52.172.205.76,192.168.2.80,48913,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,4,47500,44500
2017-10-01T18:25:40Z,Branch01-OneEight,52.172.205.76,192.168.2.80,40342,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,3,51333.33,46666.67
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,8.8.8.8,31159,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,190,57,43,4418.6,1325.58
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,74.125.68.188,59361,5228,tcp,gtalk,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4465,546,164,27225.61,3329.27
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,8.8.8.8,64786,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,107,62,8,13375,7750
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,8.8.8.8,32451,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,191,63,7,27285.71,9000
2017-10-01T18:27:55Z,Branch01-OneEight,172.19.10.27,157.240.7.20,60352,443,tcp,facebook,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,10,13,5489,1579,115296,47.61,13.7
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,8.8.8.8,20440,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,122,64,8,15250,8000
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,202.38.180.7,20440,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,64,0,0,0
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,202.38.180.7,45571,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,62,0,0,0
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,172.217.26.195,43234,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,22,17,23228,1694,205,113307.32,8263.41
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.27,216.58.220.46,56596,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,7,1954,5453,335,5832.84,16277.61
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.25,54.251.250.54,35292,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,135,13251.85,3681.48
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.25,54.251.250.54,51625,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,144,12423.61,3451.39
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,17.253.82.253,64027,123,udp,ntp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,76,76,40,1900,1900
2017-10-01T18:27:21Z,Branch01-OneEight,172.19.10.27,172.217.26.195,35324,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,45,27,55978,2129,122736,456.08,17.35
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,54.251.250.54,39277,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,160,11181.25,3106.25
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,8.8.8.8,2504,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,130,68,9,14444.44,7555.56
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,17.253.82.125,56462,123,udp,ntp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,76,76,39,1948.72,1948.72
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,8.8.8.8,54765,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,145,64,9,16111.11,7111.11
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,54.251.250.54,39044,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,137,13058.39,3627.74
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,8.8.8.8,18605,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,153,64,7,21857.14,9142.86
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,17.253.54.125,62453,123,udp,ntp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,76,76,132,575.76,575.76
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,8.8.8.8,28653,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,110,59,43,2558.14,1372.09
2017-10-01T18:25:06Z,Branch01-OneEight,192.168.2.80,52.172.205.76,41068,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,187,30,1600,6233.33
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.24,202.38.180.7,28653,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,2,246,333,2532,97.16,131.52
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.18,54.251.250.54,38862,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,266,8875.94,4857.14
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.18,54.251.250.54,41912,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2206,1052,273,8080.59,3853.48
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.27,54.251.250.54,32810,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,9,2245,1261,261,8601.53,4831.42
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.27,54.251.250.54,56538,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,9,2296,1250,256,8968.75,4882.81
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.27,54.251.250.54,40355,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,9,2717,1243,260,10450,4780.77
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.27,54.251.250.54,56205,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2206,1052,268,8231.34,3925.37
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.27,54.251.250.54,58212,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,282,8372.34,4581.56
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.31,54.251.250.54,47103,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,140,12778.57,3550
2017-10-01T18:25:06Z,Branch01-OneEight,172.19.10.31,54.251.250.54,42837,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,159,11251.57,3125.79
2017-10-01T18:25:06Z,Branch01-OneEight,52.172.205.76,192.168.2.80,52044,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,4,38500,35000
2017-10-01T18:25:06Z,Branch01-OneEight,52.172.205.76,192.168.2.80,59247,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,5,42200,35600
2017-10-01T18:25:06Z,Branch01-OneEight,52.172.205.76,192.168.2.80,60446,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,3,63333.33,59333.33
2017-10-01T18:25:06Z,Branch01-OneEight,52.172.205.76,192.168.2.80,32898,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,3,71000,59333.33
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,216.58.220.46,57464,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,5,7,2026,4712,131,15465.65,35969.47
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,202.38.180.7,22442,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,2,247,336,1942,127.19,173.02
2017-10-01T18:29:02Z,Branch01-OneEight,172.19.10.27,216.58.220.46,61040,443,tcp,youtube,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,16,15,1135,1536,240307,4.72,6.39
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,8.8.8.8,22442,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,111,61,8,13875,7625
2017-10-01T18:25:06Z,Branch01-OneEight,192.168.2.80,52.172.205.76,52803,1812,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,2,2,290,325,34223,8.47,9.5
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.24,169.47.42.210,50583,443,tcp,unknown_tcp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Switzerland,unknown,1,2,60,110,337,178.04,326.41
2017-10-01T18:24:32Z,Branch01-OneEight,198.20.87.98,43.224.129.105,30227,3386,udp,gtp,,R1,lo12,vni-0/1.0,Intf-WAN1-Zone,none,United States,Japan,unknown,0,1,0,40,0,0,0
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.25,54.251.250.54,36838,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,142,12598.59,3500
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.25,54.251.250.54,38561,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,4,6,1737,497,115,15104.35,4321.74
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,8.8.8.8,11295,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,150,90,7,21428.57,12857.14
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.25,74.125.130.188,55474,5228,tcp,gtalk,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4467,546,165,27072.73,3309.09
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.24,202.38.180.7,27769,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,76,0,0,0
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,8.8.8.8,52666,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,123,63,41,3000,1536.59
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.24,8.8.8.8,27769,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,92,76,7,13142.86,10857.14
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.25,8.8.8.8,48802,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,107,62,41,2609.76,1512.2
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,202.38.180.7,11295,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,1,2,150,268,5092,29.46,52.63
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,157.240.188.17,50581,443,tcp,facebook,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,504,376,642296,21772,58798,10923.77,370.28
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.25,202.38.180.7,39890,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,62,0,0,0
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,216.58.197.46,59944,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,8,3287,4775,100,32870,47750
2017-10-01T18:24:32Z,Branch01-OneEight,149.202.199.229,43.224.129.109,26964,37180,udp,icmp,,R1,lo12,vni-0/1.0,Intf-WAN1-Zone,none,Germany,Japan,unknown,0,1,0,60,0,0,0
2017-10-01T18:28:29Z,Branch01-OneEight,172.19.10.27,216.58.197.78,61039,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,18,18,5667,1237,240186,23.59,5.15
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,202.38.180.7,59833,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,65,0,0,0
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,8.8.8.8,59833,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,105,65,9,11666.67,7222.22
2017-10-01T18:24:32Z,Branch01-OneEight,172.19.10.27,216.58.197.78,59943,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,13,12,5154,6223,15145,340.31,410.89
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.24,54.251.250.54,33440,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,181,9883.98,2745.86
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.24,54.251.250.54,46731,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,5,6,1789,497,144,12423.61,3451.39
2017-10-01T18:23:58Z,Branch01-OneEight,192.168.2.80,52.172.205.76,50644,1813,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,48,187,31,1548.39,6032.26
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.24,8.8.8.8,54920,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,89,73,7,12714.29,10428.57
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.24,202.38.180.7,54920,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,73,0,0,0
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,157.240.7.35,50580,443,tcp,facebook,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,14,16,2304,2449,78320,29.42,31.27
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,172.217.26.195,36120,443,tcp,google_gen,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,33,13,37729,1528,206,183150.49,7417.48
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.18,54.251.250.54,45825,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,8,10,2361,1292,281,8402.14,4597.86
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.18,54.251.250.54,38134,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2206,1052,265,8324.53,3969.81
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,8.8.8.8,28372,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,236,69,42,5619.05,1642.86
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,202.38.180.7,28372,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,India,unknown,0,1,0,69,0,0,0
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,54.251.250.54,50237,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2206,1052,293,7529.01,3590.44
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,54.251.250.54,47937,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,7,10,2309,1292,279,8275.99,4630.82
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.31,54.251.250.54,52282,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,4,6,1737,497,97,17907.22,5123.71
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.31,54.251.250.54,42841,443,tcp,https,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,Singapore,unknown,4,6,1737,497,109,15935.78,4559.63
2017-10-01T18:23:58Z,Branch01-OneEight,52.172.205.76,192.168.2.80,53150,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,211,178,4,52750,44500
2017-10-01T18:23:58Z,Branch01-OneEight,52.172.205.76,192.168.2.80,36140,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,190,178,5,38000,35600
2017-10-01T18:23:58Z,Branch01-OneEight,52.172.205.76,192.168.2.80,37731,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,154,140,4,38500,35000
2017-10-01T18:23:58Z,Branch01-OneEight,52.172.205.76,192.168.2.80,51325,161,udp,snmp,,R1,vni-0/2.0,vni-0/1.0,Intf-WAN1-Zone,Intf-LAN-Zone,United States,,unknown,1,1,213,178,5,42600,35600
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.24,8.8.8.8,16436,53,udp,dns,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,1,1,115,76,9,12777.78,8444.44
2017-10-01T18:25:40Z,Branch01-OneEight,172.19.10.24,157.240.190.17,50579,443,tcp,facebook,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,39,35,43671,2991,97150,449.52,30.79
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.27,216.58.197.46,60869,443,udp,unknown_udp,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,7,1979,4718,102,19401.96,46254.9
2017-10-01T18:23:58Z,Branch01-OneEight,172.19.10.31,172.217.26.206,50878,443,tcp,google_play,,R1,vni-0/1.0,vni-0/2.0,Intf-LAN-Zone,Intf-WAN1-Zone,,United States,unknown,6,6,4465,500,115,38826.09,4347.83
